entrada_time,salida_time,año,mes,regime,precio_entrada,precio_salida,resultado,pnl_usd,pnl_pct,capital,duracion_h,rango_imp,tp1_hit
2022-08-16 04:00:00,2022-08-16 04:00:00,2022,2022-08,BULL_FUERTE,19978.81,19709.13,SL,-60.5,-1.35,8903.81,0.0,10.55,False
2022-08-16 12:00:00,2022-08-16 12:00:00,2022,2022-08,BULL_FUERTE,20292.4,20518.92,TP2,23.22,0.52,8927.03,0.0,6.95,True
2022-08-17 04:00:00,2022-08-17 04:00:00,2022,2022-08,BULL_FUERTE,20653.71,20449.53,SL,-44.13,-0.99,8882.9,0.0,4.84,False
2022-08-18 00:00:00,2022-08-18 02:00:00,2022,2022-08,BULL_FUERTE,20216.48,20543.97,TP2,45.4,1.02,8928.3,2.0,7.02,True
2022-08-18 13:00:00,2022-08-18 14:00:00,2022,2022-08,BULL_FUERTE,20490.1,20743.61,TP2,28.65,0.64,8956.95,1.0,4.56,True
2022-08-19 14:00:00,2022-08-19 15:00:00,2022,2022-08,BULL_FUERTE,20691.86,20524.99,SL,-36.12,-0.81,8920.83,1.0,5.46,False
2022-08-21 21:00:00,2022-08-21 22:00:00,2022,2022-08,BULL_FUERTE,20352.19,20057.32,SL,-29.17,-0.65,8891.66,1.0,9.73,True
2022-08-23 22:00:00,2022-08-23 22:00:00,2022,2022-08,BULL_FUERTE,22103.33,21966.49,SL,-27.52,-0.62,8864.13,0.0,8.99,False
2022-08-27 06:00:00,2022-08-27 06:00:00,2022,2022-08,BULL_FUERTE,21923.61,21506.63,SL,-84.3,-1.9,8779.84,0.0,3.81,False
2022-08-29 09:00:00,2022-08-29 09:00:00,2022,2022-08,BULL_FUERTE,21897.2,22148.99,TP2,24.36,0.55,8804.19,0.0,11.33,True
2022-09-18 16:00:00,2022-09-18 18:00:00,2022,2022-09,RECUPERACION,17682.34,17860.37,TP2,18.17,0.41,8822.36,2.0,5.69,True
2022-09-19 05:00:00,2022-09-19 09:00:00,2022,2022-09,RECUPERACION,17902.81,18127.19,TP2,29.01,0.66,8851.37,4.0,4.45,True
2022-09-19 17:00:00,2022-09-19 19:00:00,2022,2022-09,BULL_FUERTE,18165.17,18472.28,TP2,48.35,1.09,8899.72,2.0,6.53,True
2022-09-20 06:00:00,2022-09-20 07:00:00,2022,2022-09,BULL_FUERTE,18350.55,18584.32,TP2,30.18,0.68,8929.9,1.0,4.5,True
2022-09-21 07:00:00,2022-09-21 09:00:00,2022,2022-09,BULL_FUERTE,18267.52,18068.67,SL,-48.6,-1.09,8881.3,2.0,3.81,False
2022-10-04 22:00:00,2022-10-04 23:00:00,2022,2022-10,BULL_FUERTE,20261.19,19960.89,SL,-30.53,-0.69,8850.76,1.0,3.84,True
2022-10-06 05:00:00,2022-10-06 05:00:00,2022,2022-10,BULL_FUERTE,19369.46,19230.13,SL,-31.83,-0.72,8818.93,0.0,3.87,False
2022-10-08 17:00:00,2022-10-08 19:00:00,2022,2022-10,BULL_FUERTE,19760.0,20079.18,TP2,44.87,1.02,8863.8,2.0,5.9,True
2022-10-09 03:00:00,2022-10-09 04:00:00,2022,2022-10,BULL_FUERTE,20191.2,20473.55,TP2,35.54,0.8,8899.34,1.0,3.28,True
2022-10-09 12:00:00,2022-10-09 16:00:00,2022,2022-10,BULL_FUERTE,19961.56,19824.42,SL,5.07,0.11,8904.4,4.0,6.05,True
2022-10-13 21:00:00,2022-10-13 23:00:00,2022,2022-10,BULL_FUERTE,20092.22,19824.62,SL,-23.87,-0.54,8880.54,2.0,4.67,True
2022-10-23 23:00:00,2022-10-23 23:00:00,2022,2022-10,BULL_FUERTE,20817.11,21238.32,TP2,63.2,1.42,8943.73,0.0,3.83,True
2022-10-25 11:00:00,2022-10-25 14:00:00,2022,2022-10,BULL_FUERTE,21417.36,21262.15,SL,3.4,0.08,8947.13,3.0,9.45,True
2022-10-26 16:00:00,2022-10-26 16:00:00,2022,2022-10,BULL_FUERTE,21964.05,21778.24,SL,-37.85,-0.85,8909.28,0.0,4.77,False
2022-10-29 03:00:00,2022-10-29 03:00:00,2022,2022-10,BULL_FUERTE,21618.77,21489.18,SL,-26.7,-0.6,8882.58,0.0,8.38,False
2022-11-09 00:00:00,2022-11-09 00:00:00,2022,2022-11,RECUPERACION,19296.92,19335.32,TP2,-17.34,-0.39,8865.24,0.0,13.16,True
2022-11-22 13:00:00,2022-11-22 14:00:00,2022,2022-11,RECUPERACION,13766.39,13960.05,TP2,35.92,0.81,8901.15,1.0,11.57,True
2022-11-24 18:00:00,2022-11-24 18:00:00,2022,2022-11,BULL_FUERTE,16659.82,16519.37,SL,-37.52,-0.84,8863.63,0.0,11.89,False
2022-11-27 03:00:00,2022-11-27 04:00:00,2022,2022-11,RECUPERACION,15143.47,15425.73,TP2,56.05,1.26,8919.68,1.0,15.61,True
2022-11-29 00:00:00,2022-11-29 02:00:00,2022,2022-11,BULL_FUERTE,15322.77,15539.78,TP2,36.56,0.82,8956.24,2.0,14.16,True
2022-11-29 17:00:00,2022-11-29 17:00:00,2022,2022-11,BULL_FUERTE,16628.8,16771.28,TP2,11.8,0.26,8968.04,0.0,10.66,True
2022-11-30 18:00:00,2022-11-30 18:00:00,2022,2022-11,BULL_FUERTE,17049.66,17116.62,TP2,-8.87,-0.2,8959.17,0.0,12.9,True
2022-12-01 15:00:00,2022-12-01 18:00:00,2022,2022-12,BULL_FUERTE,15917.0,16252.12,TP2,67.41,1.5,9026.58,3.0,6.37,True
2022-12-02 06:00:00,2022-12-02 07:00:00,2022,2022-12,RECUPERACION,16378.34,16573.06,TP2,26.79,0.59,9053.37,1.0,7.08,True
2022-12-08 05:00:00,2022-12-08 05:00:00,2022,2022-12,BULL_FUERTE,15709.68,15456.22,SL,-73.03,-1.61,8980.34,0.0,6.06,False
2022-12-09 10:00:00,2022-12-09 10:00:00,2022,2022-12,BULL_FUERTE,15548.65,15406.14,SL,-41.16,-0.92,8939.18,0.0,5.27,False
2022-12-11 21:00:00,2022-12-11 21:00:00,2022,2022-12,BULL_FUERTE,15620.54,15782.77,TP2,19.86,0.44,8959.04,0.0,8.5,True
2022-12-13 19:00:00,2022-12-13 19:00:00,2022,2022-12,BULL_FUERTE,16890.96,16802.2,SL,-23.54,-0.53,8935.5,0.0,11.7,False
2022-12-26 17:00:00,2022-12-26 18:00:00,2022,2022-12,BULL_FUERTE,15711.69,15468.84,SL,-33.58,-0.75,8901.92,1.0,3.87,True
2022-12-28 06:00:00,2022-12-28 06:00:00,2022,2022-12,BULL_FUERTE,15618.67,15880.64,TP2,48.03,1.08,8949.95,0.0,11.42,True
2022-12-29 00:00:00,2022-12-29 02:00:00,2022,2022-12,BULL_FUERTE,15951.95,16297.3,TP2,69.99,1.56,9019.94,2.0,5.68,True
2022-12-30 11:00:00,2022-12-30 12:00:00,2022,2022-12,BULL_FUERTE,16751.61,16584.6,SL,-8.96,-0.2,9010.98,1.0,13.49,True
2022-12-31 14:00:00,2022-12-31 21:00:00,2022,2022-12,RECUPERACION,16040.32,16339.5,TP2,57.04,1.27,9068.02,7.0,6.54,True
2023-01-01 20:00:00,2023-01-01 21:00:00,2023,2023-01,BULL_FUERTE,22161.7,21905.67,SL,-16.24,-0.36,9051.78,1.0,3.77,True
2023-01-06 02:00:00,2023-01-06 03:00:00,2023,2023-01,BULL_FUERTE,21645.15,21365.87,SL,-22.37,-0.49,9029.41,1.0,5.52,True
2023-01-09 06:00:00,2023-01-09 07:00:00,2023,2023-01,BULL_FUERTE,20181.17,20532.29,TP2,51.53,1.14,9080.94,1.0,4.3,True
2023-01-09 16:00:00,2023-01-09 17:00:00,2023,2023-01,BULL_FUERTE,21515.15,21865.04,TP2,46.7,1.03,9127.64,1.0,6.53,True
2023-01-22 10:00:00,2023-01-22 10:00:00,2023,2023-01,BULL_FUERTE,21403.94,21247.5,SL,-33.36,-0.73,9094.28,0.0,6.87,False
2023-01-23 20:00:00,2023-01-23 20:00:00,2023,2023-01,BULL_FUERTE,21452.58,21804.75,TP2,47.46,1.04,9141.74,0.0,10.29,True
2023-01-24 03:00:00,2023-01-24 08:00:00,2023,2023-01,BULL_FUERTE,21689.47,21442.15,SL,-15.68,-0.34,9126.06,5.0,3.67,True
2023-01-24 17:00:00,2023-01-24 17:00:00,2023,2023-01,BULL_FUERTE,21466.38,21292.3,SL,-37.0,-0.81,9089.06,0.0,3.45,False
2023-01-27 02:00:00,2023-01-27 03:00:00,2023,2023-01,BULL_FUERTE,22047.51,21652.89,SL,-81.34,-1.79,9007.72,1.0,3.89,False
2023-01-27 21:00:00,2023-01-27 21:00:00,2023,2023-01,BULL_FUERTE,21772.94,21618.13,SL,-32.02,-0.71,8975.7,0.0,5.13,False
2023-01-28 06:00:00,2023-01-28 09:00:00,2023,2023-01,RECUPERACION,21636.34,21331.51,SL,-27.55,-0.61,8948.15,3.0,3.16,True
2023-02-01 23:00:00,2023-02-02 03:00:00,2023,2023-02,BULL_FUERTE,23411.34,22979.63,SL,-47.09,-1.05,8901.06,4.0,6.63,True
2023-02-03 09:00:00,2023-02-03 10:00:00,2023,2023-02,BULL_FUERTE,22644.69,22312.28,SL,-65.33,-1.47,8835.73,1.0,3.29,False
2023-02-08 04:00:00,2023-02-08 05:00:00,2023,2023-02,BULL_FUERTE,25572.31,25871.51,TP2,25.4,0.57,8861.13,1.0,4.56,True
2023-02-09 23:00:00,2023-02-09 23:00:00,2023,2023-02,RECUPERACION,24799.49,24520.8,SL,-49.79,-1.12,8811.34,0.0,2.11,False
2023-02-11 09:00:00,2023-02-11 09:00:00,2023,2023-02,BULL_FUERTE,25131.17,24957.32,SL,-30.48,-0.69,8780.86,0.0,10.57,False
2023-02-12 05:00:00,2023-02-12 07:00:00,2023,2023-02,BULL_FUERTE,24987.31,24802.48,SL,2.67,0.06,8783.53,2.0,3.36,True
2023-02-19 07:00:00,2023-02-19 07:00:00,2023,2023-02,BULL_FUERTE,26007.16,26385.55,TP2,37.69,0.86,8821.22,0.0,2.92,True
2023-02-21 01:00:00,2023-02-21 11:00:00,2023,2023-02,BULL_FUERTE,27308.44,27689.9,TP2,35.3,0.8,8856.52,10.0,7.43,True
2023-02-22 15:00:00,2023-02-22 17:00:00,2023,2023-02,BULL_FUERTE,27851.55,27524.38,SL,-16.73,-0.38,8839.79,2.0,6.24,True
2023-02-24 00:00:00,2023-02-24 03:00:00,2023,2023-02,BULL_FUERTE,27922.01,28424.08,TP2,53.01,1.2,8892.8,3.0,8.79,True
2023-03-01 13:00:00,2023-03-01 14:00:00,2023,2023-03,BULL_FUERTE,28531.41,28876.7,TP2,27.34,0.61,8920.14,1.0,4.77,True
2023-03-03 17:00:00,2023-03-03 17:00:00,2023,2023-03,BULL_FUERTE,32131.54,31693.53,SL,-60.8,-1.36,8859.34,0.0,4.84,False
2023-03-05 13:00:00,2023-03-05 13:00:00,2023,2023-03,BULL_FUERTE,32631.8,32455.51,SL,-23.93,-0.54,8835.41,0.0,10.05,False
2023-03-05 20:00:00,2023-03-05 22:00:00,2023,2023-03,BULL_FUERTE,33659.79,34295.7,TP2,56.98,1.29,8892.39,2.0,6.73,True
2023-03-08 07:00:00,2023-03-08 08:00:00,2023,2023-03,BULL_FUERTE,33130.17,33801.97,TP2,63.47,1.43,8955.87,1.0,6.36,True
2023-03-08 20:00:00,2023-03-08 20:00:00,2023,2023-03,BULL_FUERTE,34099.85,33808.03,SL,-38.32,-0.86,8917.55,0.0,5.33,False
2023-03-09 07:00:00,2023-03-09 07:00:00,2023,2023-03,BULL_FUERTE,34534.24,34313.84,SL,-28.46,-0.64,8889.09,0.0,5.75,False
2023-03-14 14:00:00,2023-03-14 17:00:00,2023,2023-03,BULL_FUERTE,33983.1,33744.09,SL,4.33,0.1,8893.42,3.0,6.18,True
2023-03-15 17:00:00,2023-03-15 18:00:00,2023,2023-03,BULL_FUERTE,33490.86,34164.38,TP2,62.74,1.41,8956.17,1.0,3.75,True
2023-03-16 15:00:00,2023-03-16 15:00:00,2023,2023-03,BULL_FUERTE,33829.76,34464.42,TP2,57.17,1.28,9013.34,0.0,8.57,True
2023-03-18 10:00:00,2023-03-18 11:00:00,2023,2023-03,BULL_FUERTE,34585.0,34019.48,SL,-73.69,-1.64,8939.65,1.0,7.16,False
2023-03-24 06:00:00,2023-03-24 09:00:00,2023,2023-03,RECUPERACION,33021.99,32540.41,SL,-29.66,-0.66,8909.98,3.0,3.39,True
2023-03-26 08:00:00,2023-03-26 09:00:00,2023,2023-03,BULL_FUERTE,32142.82,32742.53,TP2,56.43,1.27,8966.41,1.0,8.39,True
2023-03-27 08:00:00,2023-03-27 11:00:00,2023,2023-03,BULL_FUERTE,32494.86,32173.4,SL,-8.55,-0.19,8957.86,3.0,3.46,True
2023-03-29 05:00:00,2023-03-29 07:00:00,2023,2023-03,BULL_FUERTE,32238.06,32594.1,TP2,22.83,0.51,8980.68,2.0,5.13,True
2023-04-02 09:00:00,2023-04-02 09:00:00,2023,2023-04,RECUPERACION,32031.36,31767.68,SL,-36.96,-0.82,8943.72,0.0,3.92,False
2023-04-03 16:00:00,2023-04-03 17:00:00,2023,2023-04,BULL_FUERTE,32364.3,32906.51,TP2,48.17,1.08,8991.89,1.0,3.68,True
2023-04-04 11:00:00,2023-04-04 12:00:00,2023,2023-04,BULL_FUERTE,31847.75,31471.29,SL,-17.32,-0.39,8974.57,1.0,13.38,True
2023-04-24 03:00:00,2023-04-24 04:00:00,2023,2023-04,BULL_FUERTE,25906.82,25656.88,SL,-7.45,-0.17,8967.12,1.0,11.78,True
2023-04-28 06:00:00,2023-04-28 08:00:00,2023,2023-04,BULL_FUERTE,26612.77,26311.21,SL,-50.8,-1.13,8916.32,2.0,5.58,False
2023-04-28 15:00:00,2023-04-28 21:00:00,2023,2023-04,BULL_FUERTE,26259.64,26668.24,TP2,42.74,0.96,8959.06,6.0,4.8,True
2023-04-29 13:00:00,2023-04-29 14:00:00,2023,2023-04,BULL_FUERTE,26500.62,26186.94,SL,-53.02,-1.18,8906.03,1.0,3.99,False
2023-04-30 15:00:00,2023-04-30 15:00:00,2023,2023-04,BULL_FUERTE,26332.72,26126.19,SL,-34.93,-0.78,8871.11,0.0,2.51,False
2023-05-01 04:00:00,2023-05-01 04:00:00,2023,2023-05,BULL_FUERTE,26357.69,26169.88,SL,-31.61,-0.71,8839.5,0.0,5.51,False
2023-05-02 21:00:00,2023-05-02 21:00:00,2023,2023-05,BULL_FUERTE,26998.39,27368.82,TP2,34.29,0.78,8873.79,0.0,8.45,True
2023-05-06 18:00:00,2023-05-06 21:00:00,2023,2023-05,BULL_FUERTE,27983.43,27629.32,SL,-20.82,-0.47,8852.97,3.0,8.42,True
2023-05-08 03:00:00,2023-05-08 07:00:00,2023,2023-05,BULL_FUERTE,28713.43,28350.04,SL,-20.78,-0.47,8832.19,4.0,4.33,True
2023-05-13 23:00:00,2023-05-14 01:00:00,2023,2023-05,BULL_FUERTE,28000.75,28503.54,TP2,52.85,1.2,8885.05,2.0,7.72,True
2023-05-14 09:00:00,2023-05-14 20:00:00,2023,2023-05,BULL_FUERTE,28787.77,28564.21,SL,1.05,0.02,8886.1,11.0,5.79,True
2023-05-15 04:00:00,2023-05-15 15:00:00,2023,2023-05,BULL_FUERTE,28478.33,29033.93,TP2,60.04,1.35,8946.13,11.0,4.94,True
2023-05-16 03:00:00,2023-05-16 05:00:00,2023,2023-05,BULL_FUERTE,28358.85,28158.49,SL,4.22,0.09,8950.35,2.0,5.55,True
2023-05-16 14:00:00,2023-05-16 14:00:00,2023,2023-05,BULL_FUERTE,28701.89,28436.52,SL,-41.38,-0.92,8908.97,0.0,5.6,False
2023-05-17 05:00:00,2023-05-17 07:00:00,2023,2023-05,RECUPERACION,28339.85,28935.23,TP2,66.83,1.5,8975.8,2.0,4.22,True
2023-05-20 17:00:00,2023-05-20 17:00:00,2023,2023-05,BULL_FUERTE,33630.67,33377.93,SL,-33.73,-0.75,8942.07,0.0,9.53,False
2023-05-21 09:00:00,2023-05-21 12:00:00,2023,2023-05,BULL_FUERTE,33545.51,33179.88,SL,-13.07,-0.29,8929.0,3.0,5.12,True
2023-05-23 07:00:00,2023-05-23 07:00:00,2023,2023-05,BULL_FUERTE,34315.91,33892.34,SL,-55.11,-1.23,8873.9,0.0,9.19,False
2023-05-24 04:00:00,2023-05-24 06:00:00,2023,2023-05,BULL_FUERTE,35225.25,34983.81,SL,5.12,0.12,8879.02,2.0,5.06,True
2023-05-28 07:00:00,2023-05-28 08:00:00,2023,2023-05,BULL_FUERTE,34957.58,35394.14,TP2,29.0,0.65,8908.02,1.0,6.53,True
2023-05-29 17:00:00,2023-05-29 17:00:00,2023,2023-05,BULL_FUERTE,37081.09,37619.35,TP2,38.07,0.85,8946.1,0.0,6.84,True
2023-05-31 17:00:00,2023-05-31 23:00:00,2023,2023-05,BULL_FUERTE,40209.22,39935.66,SL,5.4,0.12,8951.49,6.0,4.95,True
2023-06-28 15:00:00,2023-06-28 16:00:00,2023,2023-06,BULL_FUERTE,25101.39,25659.99,TP2,72.69,1.62,9024.18,1.0,9.83,True
2023-07-03 02:00:00,2023-07-03 06:00:00,2023,2023-07,BULL_FUERTE,26868.01,27204.27,TP2,29.6,0.66,9053.78,4.0,17.91,True
2023-07-05 15:00:00,2023-07-05 15:00:00,2023,2023-07,BULL_FUERTE,30738.92,30506.4,SL,-34.24,-0.76,9019.53,0.0,4.1,False
2023-07-08 12:00:00,2023-07-08 15:00:00,2023,2023-07,RECUPERACION,29741.18,29380.44,SL,-18.77,-0.42,9000.76,3.0,5.63,True
2023-07-09 02:00:00,2023-07-10 03:00:00,2023,2023-07,RECUPERACION,29739.27,29390.91,SL,-16.85,-0.37,8983.91,25.0,4.28,True
2023-07-13 14:00:00,2023-07-13 14:00:00,2023,2023-07,RECUPERACION,29982.08,29556.45,SL,-63.77,-1.42,8920.14,0.0,2.31,False
2023-07-14 20:00:00,2023-07-14 20:00:00,2023,2023-07,BULL_FUERTE,30551.83,30348.89,SL,-29.63,-0.66,8890.52,0.0,6.57,False
2023-07-15 07:00:00,2023-07-15 07:00:00,2023,2023-07,BULL_FUERTE,30744.14,30316.08,SL,-61.89,-1.39,8828.63,0.0,2.72,False
2023-07-16 06:00:00,2023-07-16 11:00:00,2023,2023-07,BULL_FUERTE,30914.26,31450.63,TP2,50.17,1.14,8878.8,5.0,6.3,True
2023-07-17 00:00:00,2023-07-17 01:00:00,2023,2023-07,BULL_FUERTE,31141.16,31698.81,TP2,52.92,1.19,8931.71,1.0,2.98,True
2023-07-18 12:00:00,2023-07-18 12:00:00,2023,2023-07,BULL_FUERTE,31308.73,31009.22,SL,-42.72,-0.96,8888.99,0.0,7.84,False
2023-07-31 12:00:00,2023-07-31 12:00:00,2023,2023-07,RECUPERACION,27896.86,27454.98,SL,-70.4,-1.58,8818.59,0.0,5.87,False
2023-08-09 11:00:00,2023-08-09 11:00:00,2023,2023-08,RECUPERACION,25306.38,25793.28,TP2,58.4,1.32,8876.99,0.0,10.46,True
2023-08-10 11:00:00,2023-08-10 11:00:00,2023,2023-08,BULL_FUERTE,25472.79,25274.1,SL,-34.62,-0.78,8842.37,0.0,4.5,False
2023-08-11 03:00:00,2023-08-11 06:00:00,2023,2023-08,BULL_FUERTE,26157.02,26615.54,TP2,51.04,1.15,8893.41,3.0,5.84,True
2023-08-11 23:00:00,2023-08-12 01:00:00,2023,2023-08,BULL_FUERTE,26902.19,26693.31,SL,1.06,0.02,8894.47,2.0,4.03,True
2023-08-12 10:00:00,2023-08-12 12:00:00,2023,2023-08,BULL_FUERTE,26971.24,26756.43,SL,0.16,0.0,8894.62,2.0,3.35,True
2023-08-13 18:00:00,2023-08-13 19:00:00,2023,2023-08,BULL_FUERTE,26831.11,26520.67,SL,-51.46,-1.16,8843.17,1.0,1.29,False
2023-08-14 05:00:00,2023-08-14 06:00:00,2023,2023-08,BULL_FUERTE,26246.73,25881.64,SL,-61.5,-1.39,8781.66,1.0,7.42,False
2023-08-18 13:00:00,2023-08-18 13:00:00,2023,2023-08,BULL_FUERTE,27047.41,26811.23,SL,-38.34,-0.87,8743.32,0.0,3.07,False
2023-08-19 06:00:00,2023-08-19 06:00:00,2023,2023-08,BULL_FUERTE,27311.88,26911.28,SL,-64.12,-1.47,8679.2,0.0,3.58,False
2023-08-24 04:00:00,2023-08-24 06:00:00,2023,2023-08,BULL_FUERTE,28186.89,28572.4,TP2,33.48,0.77,8712.68,2.0,11.96,True
2023-08-25 09:00:00,2023-08-25 12:00:00,2023,2023-08,BULL_FUERTE,28532.93,28353.71,SL,7.55,0.17,8720.23,3.0,6.0,True
2023-08-26 00:00:00,2023-08-26 00:00:00,2023,2023-08,BULL_FUERTE,29522.98,29093.84,SL,-63.38,-1.45,8656.85,0.0,7.61,False
2023-08-27 15:00:00,2023-08-27 18:00:00,2023,2023-08,BULL_FUERTE,28456.5,28902.83,TP2,42.03,0.97,8698.88,3.0,3.53,True
2023-08-30 18:00:00,2023-08-30 18:00:00,2023,2023-08,RECUPERACION,28115.29,27914.47,SL,-31.07,-0.71,8667.81,0.0,4.85,False
2023-08-31 01:00:00,2023-08-31 07:00:00,2023,2023-08,BULL_FUERTE,28066.65,28480.2,TP2,37.99,0.88,8705.8,6.0,8.01,True
2023-09-02 04:00:00,2023-09-02 04:00:00,2023,2023-09,BULL_FUERTE,28469.63,28142.99,SL,-49.94,-1.15,8655.86,0.0,4.68,False
2023-09-04 15:00:00,2023-09-04 17:00:00,2023,2023-09,BULL_FUERTE,29486.95,29994.03,TP2,48.53,1.12,8704.39,2.0,3.82,True
2023-09-05 07:00:00,2023-09-05 07:00:00,2023,2023-09,BULL_FUERTE,29940.02,30564.61,TP2,64.66,1.49,8769.04,0.0,5.77,True
2023-09-08 12:00:00,2023-09-08 12:00:00,2023,2023-09,BULL_FUERTE,32036.29,31642.69,SL,-53.87,-1.23,8715.18,0.0,2.7,False
2023-09-11 17:00:00,2023-09-12 01:00:00,2023,2023-09,BULL_FUERTE,33865.81,34339.07,TP2,34.9,0.8,8750.08,8.0,1.54,True
2023-09-12 11:00:00,2023-09-12 12:00:00,2023,2023-09,BULL_FUERTE,34358.71,33917.85,SL,-21.31,-0.49,8728.77,1.0,4.1,True
2023-09-13 04:00:00,2023-09-13 10:00:00,2023,2023-09,BULL_FUERTE,34334.7,35014.19,TP2,60.19,1.38,8788.96,6.0,3.26,True
2023-09-13 19:00:00,2023-09-13 19:00:00,2023,2023-09,BULL_FUERTE,34487.05,34126.02,SL,-46.0,-1.05,8742.96,0.0,3.02,False
2023-09-15 23:00:00,2023-09-16 00:00:00,2023,2023-09,RECUPERACION,33856.0,34336.28,TP2,35.93,0.82,8778.89,1.0,2.6,True
2023-09-16 20:00:00,2023-09-16 22:00:00,2023,2023-09,RECUPERACION,33905.08,33608.51,SL,-3.31,-0.08,8775.59,2.0,2.15,True
2023-09-17 11:00:00,2023-09-17 11:00:00,2023,2023-09,BULL_FUERTE,34073.82,33722.05,SL,-45.3,-1.03,8730.29,0.0,4.7,False
2023-09-18 17:00:00,2023-09-18 19:00:00,2023,2023-09,BULL_FUERTE,33748.28,34339.53,TP2,50.35,1.15,8780.64,2.0,6.7,True
2023-09-19 03:00:00,2023-09-19 03:00:00,2023,2023-09,BULL_FUERTE,34558.13,34233.34,SL,-41.26,-0.94,8739.38,0.0,2.93,False
2023-09-19 11:00:00,2023-09-19 11:00:00,2023,2023-09,BULL_FUERTE,34247.95,33851.18,SL,-50.62,-1.16,8688.75,0.0,2.99,False
2023-09-23 01:00:00,2023-09-23 02:00:00,2023,2023-09,BULL_FUERTE,35529.08,35133.7,SL,-48.35,-1.11,8640.41,1.0,9.0,False
2023-09-24 11:00:00,2023-09-24 12:00:00,2023,2023-09,BULL_FUERTE,36693.34,36313.82,SL,-44.68,-1.03,8595.72,1.0,5.68,False
2023-09-24 19:00:00,2023-09-24 20:00:00,2023,2023-09,BULL_FUERTE,35450.6,36178.38,TP2,62.43,1.45,8658.15,1.0,7.26,True
2023-09-26 15:00:00,2023-09-26 17:00:00,2023,2023-09,BULL_FUERTE,38747.86,38308.03,SL,-14.62,-0.34,8643.53,2.0,2.56,True
2023-09-28 20:00:00,2023-09-28 23:00:00,2023,2023-09,BULL_FUERTE,38473.81,39050.71,TP2,39.0,0.9,8682.53,3.0,3.89,True
2023-09-29 12:00:00,2023-09-29 13:00:00,2023,2023-09,BULL_FUERTE,38734.05,38335.18,SL,-44.71,-1.03,8637.83,1.0,3.76,False
2023-10-23 17:00:00,2023-10-23 17:00:00,2023,2023-10,RECUPERACION,26417.1,25905.8,SL,-83.59,-1.94,8554.23,0.0,6.34,False
2023-11-03 14:00:00,2023-11-03 19:00:00,2023,2023-11,BULL_FUERTE,39234.7,39829.19,TP2,39.27,0.92,8593.5,5.0,5.61,True
2023-11-06 19:00:00,2023-11-06 19:00:00,2023,2023-11,BULL_FUERTE,40649.49,40027.96,SL,-65.7,-1.53,8527.8,0.0,9.54,False
2023-11-08 01:00:00,2023-11-08 01:00:00,2023,2023-11,RECUPERACION,37164.82,36880.59,SL,-32.61,-0.76,8495.19,0.0,6.21,False
2023-11-08 17:00:00,2023-11-08 21:00:00,2023,2023-11,RECUPERACION,37070.2,36581.97,SL,-22.14,-0.52,8473.06,4.0,2.81,True
2023-11-13 05:00:00,2023-11-13 06:00:00,2023,2023-11,RECUPERACION,36870.16,37421.01,TP2,38.0,0.9,8511.06,1.0,3.55,True
2023-11-13 23:00:00,2023-11-14 00:00:00,2023,2023-11,RECUPERACION,36366.28,36090.24,SL,-32.3,-0.76,8478.75,1.0,3.34,False
2023-11-14 12:00:00,2023-11-14 15:00:00,2023,2023-11,RECUPERACION,35986.68,35356.02,SL,-40.7,-0.96,8438.05,3.0,7.85,True
2023-11-16 19:00:00,2023-11-16 22:00:00,2023,2023-11,BULL_FUERTE,36171.34,36789.83,TP2,46.9,1.11,8484.95,3.0,4.24,True
2023-11-17 17:00:00,2023-11-17 17:00:00,2023,2023-11,BULL_FUERTE,36336.41,36790.63,TP2,27.76,0.65,8512.71,0.0,9.65,True
2023-11-18 03:00:00,2023-11-18 03:00:00,2023,2023-11,BULL_FUERTE,36558.23,37190.1,TP2,48.1,1.13,8560.81,0.0,7.59,True
2023-11-19 19:00:00,2023-11-19 20:00:00,2023,2023-11,BULL_FUERTE,37126.23,36815.19,SL,-1.63,-0.04,8559.18,1.0,11.49,True
2023-11-23 15:00:00,2023-11-23 16:00:00,2023,2023-11,BULL_FUERTE,38109.95,37818.56,SL,-32.72,-0.76,8526.46,1.0,6.39,False
2023-11-25 12:00:00,2023-11-25 13:00:00,2023,2023-11,BULL_FUERTE,40407.63,39930.7,SL,-16.34,-0.38,8510.11,1.0,6.59,True
2023-11-26 12:00:00,2023-11-26 12:00:00,2023,2023-11,BULL_FUERTE,40688.87,41283.33,TP2,36.77,0.86,8546.88,0.0,4.86,True
2023-11-28 09:00:00,2023-11-28 09:00:00,2023,2023-11,BULL_FUERTE,40006.06,40627.34,TP2,40.84,0.96,8587.72,0.0,7.91,True
2023-11-29 19:00:00,2023-11-29 22:00:00,2023,2023-11,BULL_FUERTE,41073.89,40620.52,SL,-13.15,-0.31,8574.57,3.0,11.83,True
2023-12-02 05:00:00,2023-12-02 10:00:00,2023,2023-12,BULL_FUERTE,44001.18,43691.8,SL,-30.14,-0.7,8544.43,5.0,5.08,False
2023-12-04 13:00:00,2023-12-04 13:00:00,2023,2023-12,BULL_FUERTE,44898.86,44410.76,SL,-46.44,-1.09,8497.98,0.0,12.46,False
2023-12-08 00:00:00,2023-12-08 00:00:00,2023,2023-12,BULL_FUERTE,47629.09,47226.58,SL,-35.91,-0.85,8462.08,0.0,16.53,False
